gene_id,TG1,TG2,TG3,WT1,WT2,WT3
,,,,,,
MSTRG.12729|Platr8,14,25,18,14,28,19
,,,,,,
ENSMUSG00000110485|Gm45740,1,1,2,1,1,2
,,,,,,
MSTRG.13772|Mfsd8,1630,1597,1625,1958,1980,1564
,,,,,,
MSTRG.9279|Tbp,6166,6674,5898,3959,4628,7949
,,,,,,
MSTRG.8854|Gm25873,1,0,0,0,0,0
,,,,,,
MSTRG.570|Gm18180,1526,1103,977,1303,1199,1046
,,,,,,
ENSMUSG00000043223|Gm4835,27,31,18,30,29,42
,,,,,,
MSTRG.16206|Clcn6,115,737,447,374,684,439
,,,,,,
ENSMUSG00000045381|Olfr433,5,15,5,5,6,12
,,,,,,
MSTRG.6717|Tmem254a,380,292,448,420,342,255
,,,,,,
ENSMUSG00000065569|Mir137,0,0,0,0,0,0
,,,,,,
ENSMUSG00000105603|Gm32996,0,0,0,3,0,0
,,,,,,
ENSMUSG00000083416|Gm15378,3,6,15,10,8,18
,,,,,,
ENSMUSG00000095034|Gm17577,0,0,0,0,0,0
,,,,,,
ENSMUSG00000113171|Gm48359,0,0,0,0,0,0
,,,,,,
ENSMUSG00000113225|Gm36074,0,0,0,0,0,0
,,,,,,
ENSMUSG00000114957|Gm47316,6,0,0,0,0,0
,,,,,,
MSTRG.3963|Fbxl20,21952,15520,16514,20429,16390,15190
,,,,,,
MSTRG.14323|Gm47313,3,4,4,4,4,4
,,,,,,
ENSMUSG00000110391|Gm7269,4,0,5,0,7,0
,,,,,,
ENSMUSG00000109913|Gm30694,0,0,0,4,0,0
,,,,,,
ENSMUSG00000084297|Gm13755,0,5,0,0,0,0
,,,,,,
ENSMUSG00000000884|Gnb1l,765,478,600,563,557,526
,,,,,,
ENSMUSG00000021791|Dydc2,0,0,0,0,0,0
,,,,,,
ENSMUSG00000114237|Gm48694,0,0,2,0,0,0
,,,,,,
MSTRG.17491|Mlec,31339,23704,28383,32891,30074,25415
,,,,,,
MSTRG.3655|Poldip2,10659,9280,9871,10122,10687,9776
,,,,,,
MSTRG.1665|Gm23573,0,0,0,0,0,0
,,,,,,
ENSMUSG00000085389|1700003M07Rik,0,6,0,0,0,0
,,,,,,
MSTRG.7865|Ly6g6g,93,45,51,81,61,30
,,,,,,
MSTRG.16937|Gm43721,7,8,0,17,3,4
,,,,,,
ENSMUSG00000110351|Gm32050,0,0,0,0,0,0
,,,,,,
ENSMUSG00000021719|Rgs7bp,264,221,205,238,347,218
,,,,,,
ENSMUSG00000082341|Gm14143,2,0,0,0,0,0
,,,,,,
ENSMUSG00000041052|Slc7a13,0,0,0,0,3,0
,,,,,,
ENSMUSG00000084182|Taar7c-ps,0,0,0,0,0,0
,,,,,,
ENSMUSG00000082479|Gm4746,0,0,0,0,0,0
,,,,,,
ENSMUSG00000103237|Gm18547,0,0,0,0,0,0
,,,,,,
ENSMUSG00000101221|Gm21881,0,0,0,0,0,0
,,,,,,
ENSMUSG00000112708|Gm8255,0,0,0,0,6,0
,,,,,,
ENSMUSG00000050982|Apol10a,0,6,0,0,0,0
,,,,,,
ENSMUSG00000107775|Gm19764,0,0,0,0,0,0
,,,,,,
ENSMUSG00000080649|Gm26156,0,0,0,0,0,0
,,,,,,
ENSMUSG00000109657|1700008N11Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000118035|Gm6173,0,0,0,0,0,0
,,,,,,
MSTRG.11337,0,0,0,391,0,0
,,,,,,
MSTRG.1515,1445,1942,2886,2016,1184,3630
,,,,,,
MSTRG.11332,2046,1621,1457,1283,1372,1493
,,,,,,
MSTRG.13980|Mir15b,1,1,1,4,1,1
,,,,,,
MSTRG.13276|Tti1,4327,4526,4505,4052,4271,4562
,,,,,,
ENSMUSG00000100877|Gm28534,0,0,0,0,0,0
,,,,,,
MSTRG.24123|Mir188,1,0,0,0,0,0
,,,,,,
MSTRG.17327|Gfi1,384,735,634,991,919,775
,,,,,,
MSTRG.19173,84,30,39,9,1,38
,,,,,,
MSTRG.18263|Gm42549,481,440,297,331,315,280
,,,,,,
ENSMUSG00000099273|Gm27452,0,0,0,0,0,0
,,,,,,
ENSMUSG00000070464|Ccl26,0,0,0,0,0,0
,,,,,,
ENSMUSG00000107564|Gm44379,8,6,10,6,7,8
,,,,,,
MSTRG.24607|Gm6377,899,1712,1183,1248,1046,1362
,,,,,,
ENSMUSG00000046367|Mgat4e,4,8,0,6,0,0
,,,,,,
MSTRG.187|Gm37506,11,10,8,12,11,9
,,,,,,
MSTRG.13842|Cog6,3627,3279,3458,3738,3457,3505
,,,,,,
MSTRG.23573|Trpc1,2505,3988,3917,3155,4742,4090
,,,,,,
MSTRG.8874|Mir3081,0,0,0,1,0,0
,,,,,,
MSTRG.23240,842,845,784,801,966,724
,,,,,,
MSTRG.23242,8680,4907,3824,7766,8988,4304
,,,,,,
MSTRG.23244,770,1069,945,735,1233,997
,,,,,,
MSTRG.23521|Syncrip,34376,29331,28462,28304,34188,32084
,,,,,,
MSTRG.23249,6138,6083,4676,6531,5541,5766
,,,,,,
MSTRG.23248,1685,3908,3353,2801,3378,2296
,,,,,,
MSTRG.310|Hspe1,23827,32067,26189,27977,36029,23179
,,,,,,
MSTRG.4288|Smim5,70,57,59,38,54,56
,,,,,,
MSTRG.24730,758,1300,1572,1429,2227,1560
,,,,,,
ENSMUSG00000062257|Opcml,163,633,656,367,574,676
,,,,,,
MSTRG.22784|Icam5,154,136,183,152,214,164
,,,,,,
MSTRG.12458|Dlx1as,86,64,62,67,95,41
,,,,,,
MSTRG.24738,164,240,201,177,316,254
,,,,,,
ENSMUSG00000076668|Ighv7-4,20,21,27,38,19,35
,,,,,,
MSTRG.9754|Slc44a4,1287,182,517,1074,854,287
,,,,,,
ENSMUSG00000080872|Gm11506,0,0,0,0,0,0
,,,,,,
ENSMUSG00000096306|Gm25209,0,0,0,0,0,0
,,,,,,
MSTRG.8211|A130051J06Rik,475,639,531,667,572,453
,,,,,,
ENSMUSG00000093298|Mir3473b,0,0,0,0,0,0
,,,,,,
MSTRG.17293|Nudt9,2846,4036,4655,4296,4537,4031
,,,,,,
ENSMUSG00000100136|Gm20933,0,0,0,0,0,0
,,,,,,
MSTRG.21779|Lpl,8599,21852,24607,18798,25244,23554
,,,,,,
MSTRG.6819|Ogdhl,27,69,55,30,64,16
,,,,,,
ENSMUSG00000117812|Gm50283,0,0,0,0,1,0
,,,,,,
ENSMUSG00000026023|Cdk15,11,13,7,22,5,17
,,,,,,
MSTRG.9974|Ccnd3,4082,6094,6375,4308,3917,3400
,,,,,,
MSTRG.11014|Gm36787,69,40,47,43,65,42
,,,,,,
ENSMUSG00000080558|Gm22091,0,0,0,0,0,0
,,,,,,
MSTRG.24476|Tsga8,0,0,0,0,0,0
,,,,,,
ENSMUSG00000117271|Gm6149,0,0,0,0,0,0
,,,,,,
MSTRG.5166|Calm1,43750,58332,52773,45612,60264,66070
,,,,,,
ENSMUSG00000093909|Gm3883,8,13,14,23,20,17
,,,,,,
MSTRG.18627|Gm9794,60441,68463,58366,62216,62973,63503
,,,,,,
ENSMUSG00000047728|Ly6g2,0,0,0,0,0,0
,,,,,,
MSTRG.14138|n-R5s197,7,9,8,15,15,11
,,,,,,
MSTRG.17324|Gm43423,9,21,10,30,15,3
,,,,,,
MSTRG.9372|Gm49935,3,3,12,3,4,3
,,,,,,
MSTRG.11896|Nsun6,2140,1826,1545,1755,1860,1534
,,,,,,
MSTRG.723|Mir6345,5,10,2,2,5,7
,,,,,,
MSTRG.6810|Ercc6,144,139,167,163,159,147
,,,,,,
ENSMUSG00000056946|Olfr512,0,0,0,0,0,0
,,,,,,
ENSMUSG00000030147|Clec4b1,0,11,0,0,0,0
,,,,,,
ENSMUSG00000081467|Gm13337,0,5,4,3,3,11
,,,,,,
ENSMUSG00000108429|Gm44603,0,0,0,0,0,0
,,,,,,
ENSMUSG00000054618|Gm9951,0,9,0,9,4,5
,,,,,,
MSTRG.214|Tbc1d8,5882,4776,4598,7365,4884,4044
,,,,,,
ENSMUSG00000027403|Tgm6,6,0,7,0,0,13
,,,,,,
ENSMUSG00000052482|Gm8174,55,28,39,39,45,48
,,,,,,
MSTRG.3404|Gm12303,0,0,3,0,0,0
,,,,,,
MSTRG.492|Stk36,401,239,356,448,488,257
,,,,,,
ENSMUSG00000096365|Olfr1463,0,0,0,0,0,0
,,,,,,
MSTRG.14777|Bank1,4599,13178,9611,5721,6437,13936
,,,,,,
ENSMUSG00000099384|1700110C19Rik,35,36,33,24,23,21
,,,,,,
MSTRG.4161|Gm11651,1,3,2,2,1,0
,,,,,,
ENSMUSG00000084083|Gm15782,6,6,2,6,8,9
,,,,,,
MSTRG.18721|Igkv12-41,330,1026,699,327,519,982
,,,,,,
ENSMUSG00000117689|Gm50392,0,0,3,0,0,0
,,,,,,
ENSMUSG00000075075|Olfr1253,0,0,0,0,0,0
,,,,,,
MSTRG.1095|Gm8818,317,546,346,509,695,437
,,,,,,
ENSMUSG00000053030|Spink2,0,0,0,8,0,10
,,,,,,
ENSMUSG00000098395|Gm27998,2,0,1,0,1,1
,,,,,,
ENSMUSG00000071294|Cbx3-ps4,1,1,0,2,0,3
,,,,,,
ENSMUSG00000090364|Gm3043,0,0,0,0,0,0
,,,,,,
MSTRG.22153|Ciapin1,2756,3354,2686,2634,2397,2843
,,,,,,
ENSMUSG00000104366|4933409D19Rik,0,6,0,0,0,7
,,,,,,
MSTRG.10466,5822,8545,4645,4384,8601,6966
,,,,,,
MSTRG.10464,13271,10154,14439,11251,12015,10365
,,,,,,
MSTRG.10469,842,2852,2914,1443,2948,1916
,,,,,,
ENSMUSG00000115707|Gm2267,0,0,0,0,0,0
,,,,,,
ENSMUSG00000109670|Gm45375,0,0,0,0,0,0
,,,,,,
ENSMUSG00000027564|Cypt12,0,0,0,0,0,0
,,,,,,
ENSMUSG00000025815|Dhtkd1,198,104,113,151,180,106
,,,,,,
ENSMUSG00000087333|Gm13652,7,0,0,15,10,13
,,,,,,
ENSMUSG00000056222|Spock1,39,93,72,45,51,76
,,,,,,
ENSMUSG00000097265|Gm26803,0,0,0,0,0,0
,,,,,,
ENSMUSG00000108426|Olfr465-ps1,0,0,0,0,0,0
,,,,,,
ENSMUSG00000077174|Gm25757,0,0,0,0,2,0
,,,,,,
MSTRG.14744|Gm23196,0,0,1,0,1,0
,,,,,,
ENSMUSG00000107078|Gm36840,16,0,10,23,4,4
,,,,,,
MSTRG.22169|Usb1,4533,4441,5080,4414,4780,3541
,,,,,,
ENSMUSG00000094767|Gm8402,0,0,0,0,0,0
,,,,,,
MSTRG.24645|Cstf2,10895,10498,9750,9416,9883,10880
,,,,,,
ENSMUSG00000116129|Gm5477,0,0,3,0,0,0
,,,,,,
ENSMUSG00000098186|Gm7132,0,0,0,0,3,0
,,,,,,
MSTRG.15523,2085,2784,2339,2084,2227,2661
,,,,,,
MSTRG.16508|Orc5,2906,2608,2714,3005,3258,2707
,,,,,,
ENSMUSG00000056696|Olfr1350,0,0,0,0,0,0
,,,,,,
ENSMUSG00000031549|Ido2,69,121,101,58,103,88
,,,,,,
ENSMUSG00000094119|Olfr612,0,0,0,0,0,0
,,,,,,
ENSMUSG00000103844|4933436E23Rik,0,0,0,0,0,0
,,,,,,
MSTRG.405|Gm4208,11,5,28,6,15,10
,,,,,,
ENSMUSG00000114301|Gm48300,0,5,2,0,0,0
,,,,,,
MSTRG.16471|Sema3c,6567,7866,8375,6502,9997,7829
,,,,,,
ENSMUSG00000036574|Tex44,0,5,9,7,7,7
,,,,,,
ENSMUSG00000032338|Hcn4,27,70,68,72,83,74
,,,,,,
MSTRG.13246|Gm14174,0,0,0,3,0,0
,,,,,,
ENSMUSG00000093281|Gm22565,0,0,0,0,0,1
,,,,,,
ENSMUSG00000118448|Gm50492,0,0,0,0,4,0
,,,,,,
ENSMUSG00000107198|Gm19619,55,0,18,33,43,0
,,,,,,
MSTRG.2789|Gm11400,477,566,524,492,498,492
,,,,,,
MSTRG.17966,3328,3653,1595,5463,3828,2685
,,,,,,
ENSMUSG00000030196|Tas2r103,0,0,0,0,0,0
,,,,,,
MSTRG.12362,109,112,107,121,123,97
,,,,,,
MSTRG.3468|Acap1,4042,8235,8129,4196,5353,8630
,,,,,,
MSTRG.17965,3474,3281,3374,2762,3391,3630
,,,,,,
MSTRG.8053|Mchr1,27,10,5,42,7,22
,,,,,,
MSTRG.5196|Rin3,3472,3963,3406,3704,3490,2941
,,,,,,
MSTRG.13272|Nnat,2130,980,1624,1410,1342,1226
,,,,,,
MSTRG.4812|Gm47287,1,1,1,1,1,1
,,,,,,
ENSMUSG00000025929|Il17a,23,17,32,16,13,72
,,,,,,
ENSMUSG00000110490|Vmn2r-ps91,0,0,0,5,0,0
,,,,,,
ENSMUSG00000110007|Gm45352,0,0,0,0,0,0
,,,,,,
ENSMUSG00000086335|Gm12107,0,0,0,0,0,3
,,,,,,
MSTRG.14257|Vps72,513,390,1237,558,555,1227
,,,,,,
MSTRG.18584|Gm44008,16,18,25,18,31,27
,,,,,,
MSTRG.23327|Pdcd7,4322,4699,4549,4370,4604,4410
,,,,,,
MSTRG.13954|Gm22279,4,6,2,5,2,0
,,,,,,
MSTRG.19325|Fgf23,2433,5960,5454,2431,6733,3635
,,,,,,
MSTRG.10763|4930511M06Rik,5,14,11,11,14,1
,,,,,,
ENSMUSG00000116151|Gm49535,0,0,0,0,0,0
,,,,,,
MSTRG.67|Gm38120,20,45,36,27,24,33
,,,,,,
ENSMUSG00000096371|Gm22367,0,0,0,0,0,0
,,,,,,
MSTRG.11678|Gm16299,18,24,26,29,41,32
,,,,,,
ENSMUSG00000117490|Gm35031,0,3,0,0,3,0
,,,,,,
MSTRG.12501|Gm13653,480,527,407,501,477,540
,,,,,,
MSTRG.1985|Gopc,8884,9589,8853,8185,9048,9304
,,,,,,
MSTRG.5364|Ighv5-2,66,124,86,69,71,132
,,,,,,
MSTRG.19654|Gm18192,0,3,0,2,0,0
,,,,,,
ENSMUSG00000032081|Apoc3,0,0,0,0,0,0
,,,,,,
ENSMUSG00000106080|Gm8836,0,0,11,0,2,0
,,,,,,
MSTRG.20742|Gm45399,14,22,23,9,22,6
,,,,,,
ENSMUSG00000093070|Gm25952,0,0,1,0,0,0
,,,,,,
MSTRG.23378|Aldh1a2,267,727,865,379,830,1112
,,,,,,
MSTRG.4695|Immp2l,120,365,327,314,325,334
,,,,,,
MSTRG.11769|Gm37814,0,0,0,0,0,0
,,,,,,
MSTRG.12361|Arl6ip6,4335,4443,4258,4901,4504,4569
,,,,,,
ENSMUSG00000086540|Scml1,8,0,0,0,0,3
,,,,,,
MSTRG.15378,7399,7918,6667,7022,7697,7490
,,,,,,
ENSMUSG00000111416|Gm48331,0,0,0,0,0,0
,,,,,,
MSTRG.10824|Txnl1,45035,36631,35395,39985,43804,35835
,,,,,,
ENSMUSG00000089289|Gm26021,0,0,0,0,0,0
,,,,,,
ENSMUSG00000092965|Gm22242,0,0,0,0,0,0
,,,,,,
ENSMUSG00000081538|Rps13-ps8,0,0,0,0,0,0
,,,,,,
MSTRG.14664|Gm35065,14,16,12,10,9,16
,,,,,,
ENSMUSG00000076014|Mir669a-2,0,0,0,0,0,0
,,,,,,
MSTRG.34|Gm24276,11,7,6,5,5,9
,,,,,,
MSTRG.11868|Stamos,167,216,199,157,259,192
,,,,,,
MSTRG.1391,329,5799,1079,183,889,311
,,,,,,
MSTRG.18862|Tex261,13185,11939,12835,12913,12971,12782
,,,,,,
MSTRG.16997|Gm43282,3,0,0,0,3,0
,,,,,,
MSTRG.8001|Micall1,25032,25092,25240,24261,28855,23891
,,,,,,
MSTRG.15401|Gm11269,0,0,0,0,0,0
,,,,,,
MSTRG.5288|Gm25357,1,1,1,1,1,1
,,,,,,
ENSMUSG00000081329|Gm12492,0,0,0,0,0,0
,,,,,,
MSTRG.15523|Mier1,26070,29215,24590,24669,26197,28764
,,,,,,
MSTRG.12597|Rapsn,102,176,139,125,121,118
,,,,,,
ENSMUSG00000062543|Gsdmcl1,0,0,0,0,0,0
,,,,,,
MSTRG.4155,21293,6676,12208,20709,15488,6111
,,,,,,
ENSMUSG00000112984|Gm48419,0,0,0,0,0,1
,,,,,,
MSTRG.22775|Angptl6,290,302,262,357,288,252
,,,,,,
MSTRG.8173|Mapk11,1456,1097,1560,898,2936,1218
,,,,,,
ENSMUSG00000114811|Vmn1r-ps133,0,0,0,0,0,0
,,,,,,
MSTRG.10375|Gm18948,0,9,3,0,0,14
,,,,,,
MSTRG.3589|Rph3al,169,489,303,668,192,403
,,,,,,
MSTRG.8059|Gm17025,8,8,6,5,4,6
,,,,,,
MSTRG.15600|Dmrta2os,9,14,17,10,24,22
,,,,,,
ENSMUSG00000114906|Gm48098,2,1,2,1,0,2
,,,,,,
ENSMUSG00000051669|AU021092,43,51,18,48,29,72
,,,,,,
ENSMUSG00000094877|Trav3n-3,18,44,27,11,35,54
,,,,,,
ENSMUSG00000095148|Gm20873,0,0,0,0,0,0
,,,,,,
MSTRG.10782|Rbm22,2497,1621,1308,2938,1091,1624
,,,,,,
ENSMUSG00000096151|Olfr477,0,0,0,0,0,0
,,,,,,
MSTRG.1938,19350,16053,8094,16676,6582,12100
,,,,,,
ENSMUSG00000089077|Gm24501,0,0,0,0,0,0
,,,,,,
MSTRG.6117|Gm47250,10,2,4,3,6,7
,,,,,,
ENSMUSG00000075091|Olfr1233,0,0,0,0,0,0
,,,,,,
ENSMUSG00000109400|Gm44533,0,0,0,0,0,0
,,,,,,
MSTRG.18261|Zfp800,4527,5017,2973,1239,3819,5239
,,,,,,
ENSMUSG00000095113|Gm3633,0,0,0,0,0,0
,,,,,,
ENSMUSG00000111381|Gm34424,0,2,0,0,0,0
,,,,,,
ENSMUSG00000020614|Fam20a,148,96,194,319,362,140
,,,,,,
ENSMUSG00000103339|Gm37996,0,0,0,0,0,0
,,,,,,
ENSMUSG00000102280|Gm36999,3,3,3,4,2,6
,,,,,,
MSTRG.24789|Gm15176,0,0,2,2,0,3
,,,,,,
ENSMUSG00000029184|Olfr109,12,6,0,14,17,15
,,,,,,
ENSMUSG00000113785|Gm47975,0,0,0,0,0,0
,,,,,,
ENSMUSG00000117943|Gm50403,0,0,0,3,3,0
,,,,,,
MSTRG.9984,2063,7820,1899,138,4961,2410
,,,,,,
ENSMUSG00000077314|Gm24171,0,0,0,0,0,0
,,,,,,
ENSMUSG00000103464|Gm38246,5,3,4,0,1,0
,,,,,,
ENSMUSG00000099880|Gm29316,0,0,0,0,0,0
,,,,,,
ENSMUSG00000057050|Olfr397,0,0,0,0,0,0
,,,,,,
ENSMUSG00000070407|Hs3st3b1,920,950,615,766,602,865
,,,,,,
MSTRG.22387|Gm27361,0,0,0,0,0,1
,,,,,,
MSTRG.9986,1265,1159,1096,1028,1035,1263
,,,,,,
MSTRG.6054|Selenok-ps6,4,9,2,9,4,4
,,,,,,
ENSMUSG00000106510|Gm18429,0,0,0,0,0,0
,,,,,,
ENSMUSG00000110810|Olfr1005-ps1,0,0,0,0,0,0
,,,,,,
ENSMUSG00000096930|Gm26657,0,13,0,0,0,0
,,,,,,
MSTRG.15493|Gm26425,3,5,1,1,1,0
,,,,,,
ENSMUSG00000078122|F630028O10Rik,67,143,91,103,67,91
,,,,,,
ENSMUSG00000108768|Gm44971,0,0,0,0,0,0
,,,,,,
ENSMUSG00000113334|D030007L05Rik,0,0,5,5,13,0
,,,,,,
ENSMUSG00000099986|Gm29120,0,0,0,0,0,0
,,,,,,
ENSMUSG00000099949|Gm29124,0,0,0,0,0,0
,,,,,,
MSTRG.22962|Gm48565,70,81,81,130,91,41
,,,,,,
MSTRG.5918|Gm44341,51,32,46,68,43,43
,,,,,,
MSTRG.5351|Mir6941,3,0,1,2,1,1
,,,,,,
MSTRG.17134|Smr3a,0,0,0,0,0,0
,,,,,,
ENSMUSG00000086428|Gm15199,0,0,0,0,0,0
,,,,,,
MSTRG.21765|Nat2,742,1073,1022,798,827,1053
,,,,,,
MSTRG.15113|Cntfr,853,278,573,1352,632,292
,,,,,,
MSTRG.1762|Ifngr1,23558,26669,24640,19134,24409,26174
,,,,,,
ENSMUSG00000045306|Olfr734,0,0,0,0,0,0
,,,,,,
ENSMUSG00000083034|Olfr334-ps1,0,0,5,0,0,0
,,,,,,
MSTRG.20015|Gm4673,1523,678,743,1189,949,5
,,,,,,
MSTRG.4279|Gm25364,4,4,4,3,7,0
,,,,,,
ENSMUSG00000037578|Pkd2l1,14,0,21,24,0,8
,,,,,,
MSTRG.5848|Gm47118,24,0,10,19,18,4
,,,,,,
MSTRG.5295|Mok,280,176,243,281,305,182
,,,,,,
ENSMUSG00000099550|Gm28079,0,0,0,0,0,0
,,,,,,
MSTRG.17071|Chic2,13282,15955,15927,14602,18178,15550
,,,,,,
ENSMUSG00000081694|Olfr660-ps1,0,0,0,0,0,0
,,,,,,
ENSMUSG00000108606|Cyp2b27-ps,0,0,0,0,0,0
,,,,,,
MSTRG.13775|Gm44136,38,20,17,31,28,21
,,,,,,
MSTRG.1343|Ufc1,3798,3135,3374,3642,4232,3734
,,,,,,
MSTRG.21662|Ccdc110,0,5,0,0,0,0
,,,,,,
MSTRG.21318|Shank2,303,171,324,469,387,136
,,,,,,
MSTRG.18879,11645,9534,12826,17011,11644,14487
,,,,,,
MSTRG.9911|Spats1,33,19,21,16,25,14
,,,,,,
ENSMUSG00000111829|Gm47475,0,0,3,0,0,0
,,,,,,
MSTRG.7633|Gm49216,32,27,26,11,32,20
,,,,,,
ENSMUSG00000109057|Gm44741,0,2,4,0,5,6
,,,,,,
ENSMUSG00000088693|Gm22330,0,0,0,0,0,0
,,,,,,
MSTRG.4495|Pum2,47621,56342,46413,56681,60796,49426
,,,,,,
MSTRG.3799,32849,34616,17956,43201,34416,60663
,,,,,,
MSTRG.8559|P2rx6,363,79,157,292,188,70
,,,,,,
ENSMUSG00000056877|Rps15a-ps1,0,0,0,0,2,0
,,,,,,
MSTRG.3790,4086,4115,4082,5162,5592,4609
,,,,,,
MSTRG.24226|Wdr44,6097,7293,6760,6018,7741,7231
,,,,,,
ENSMUSG00000115064|Gm49213,0,0,0,0,0,0
,,,,,,
ENSMUSG00000113353|Gm18878,0,13,3,3,2,2
,,,,,,
MSTRG.3794,2813,3746,2923,3978,2420,2370
,,,,,,
MSTRG.21079|Stx4a,12121,12894,12840,11742,13656,12276
,,,,,,
MSTRG.5796|Nrn1,219,532,191,284,305,423
,,,,,,
MSTRG.894|Gm16083,9,32,14,22,16,11
,,,,,,
ENSMUSG00000078080|Olfr585,0,0,0,0,0,0
,,,,,,
MSTRG.17314|Zfp326,8526,8787,7334,8237,8909,7791
,,,,,,
ENSMUSG00000056436|Cyct,3,8,0,0,0,0
,,,,,,
MSTRG.18587|Ggct,2599,4684,4965,3180,4717,5050
,,,,,,
ENSMUSG00000035201|B020004J07Rik,0,3,0,0,0,0
,,,,,,
ENSMUSG00000094116|Gm11237,0,0,0,0,0,0
,,,,,,
ENSMUSG00000084446|n-R5s207,2,6,3,6,2,2
,,,,,,
ENSMUSG00000096008|Gm15100,0,0,0,0,0,0
,,,,,,
ENSMUSG00000118622|AC163638.3,0,0,0,0,0,0
,,,,,,
MSTRG.7193|Mipepos,9,7,4,0,0,0
,,,,,,
MSTRG.9838,896,856,1116,719,1421,1087
,,,,,,
ENSMUSG00000109966|Gm34623,0,0,0,0,0,0
,,,,,,
MSTRG.9835,3865,6930,2664,4661,2764,3124
,,,,,,
MSTRG.23346|Aph1c,2042,872,914,1426,1042,800
,,,,,,
ENSMUSG00000089211|Gm23387,3,0,2,2,0,0
,,,,,,
MSTRG.9830,1532,1949,1917,1863,1536,1522
,,,,,,
MSTRG.9833,69,79,58,119,101,63
,,,,,,
ENSMUSG00000083126|Gm14109,0,3,0,0,0,0
,,,,,,
ENSMUSG00000049231|Gm12497,0,3,1,3,0,3
,,,,,,
MSTRG.2779,2393,2611,2320,2063,2667,2100
,,,,,,
ENSMUSG00000077666|Gm26146,0,0,0,0,0,0
,,,,,,
ENSMUSG00000086685|Gm15015,0,0,0,0,0,0
,,,,,,
MSTRG.2773,490,2249,782,2451,1106,1441
,,,,,,
MSTRG.2772,2585,2867,2868,2963,2647,2642
,,,,,,
ENSMUSG00000083245|Gm11185,27,29,25,24,31,30
,,,,,,
ENSMUSG00000023781|Hes7,118,125,106,129,114,110
,,,,,,
MSTRG.651,2636,2310,3503,2603,3932,2914
,,,,,,
MSTRG.20554|2610206C17Rik,8,19,7,13,14,13
,,,,,,
MSTRG.3424,393,461,332,322,643,550
,,,,,,
MSTRG.3426,149,185,149,216,190,244
,,,,,,
ENSMUSG00000112315|Gm5183,0,0,0,0,0,0
,,,,,,
MSTRG.3420,149,22,64,38,571,81
,,,,,,
MSTRG.3422,63176,57316,52360,58463,56325,30948
,,,,,,
ENSMUSG00000006221|Hspb7,204,67,141,95,191,105
,,,,,,
MSTRG.21130|Mki67,2043,4699,5167,1988,4518,4346
,,,,,,
MSTRG.11324|Cep78,541,623,795,643,705,740
,,,,,,
ENSMUSG00000006435|Neurl1a,775,240,387,435,465,266
,,,,,,
MSTRG.14343|Gm42782,112,88,81,57,110,67
,,,,,,
MSTRG.24511|Gspt2,854,695,804,992,990,651
,,,,,,
ENSMUSG00000084849|Gm16105,0,0,0,0,0,0
,,,,,,
ENSMUSG00000108157|Olrf445-ps1,0,0,0,0,0,0
,,,,,,
MSTRG.5460|Gm9251,0,0,0,0,0,0
,,,,,,
MSTRG.19678|Zscan22,2301,1998,2016,2218,2155,2076
,,,,,,
ENSMUSG00000097378|B230208H11Rik,140,56,69,116,57,58
,,,,,,
ENSMUSG00000055480|Zfp458,458,665,569,578,629,565
,,,,,,
MSTRG.19223|Erc1,50,37,13,70,65,34
,,,,,,
ENSMUSG00000042360|4930433N12Rik,0,0,0,0,0,0
,,,,,,
MSTRG.5087|Angel1,2672,1618,1747,2252,1964,1739
,,,,,,
ENSMUSG00000085998|AW822252,17,48,7,33,51,15
,,,,,,
MSTRG.24607|Sh3bgrl,10306,12305,11431,11186,11768,12526
,,,,,,
MSTRG.12072|Ddx31,5254,4909,4949,4536,5555,5099
,,,,,,
ENSMUSG00000109097|Gm29683,0,16,13,17,7,0
,,,,,,
MSTRG.21227|Gm4459,484,397,349,485,495,429
,,,,,,
ENSMUSG00000085629|Gm11697,4,3,3,4,5,3
,,,,,,
MSTRG.9496|Atp6v0e,4943,5387,6040,5883,6208,5422
,,,,,,
MSTRG.23512,22807,4929,5489,6665,9342,4485
,,,,,,
ENSMUSG00000029866|Kel,0,0,0,0,0,0
,,,,,,
MSTRG.7755|Deptor,7674,2097,3030,7411,5525,1751
,,,,,,
MSTRG.15864|Gm12976,62,19,13,30,16,19
,,,,,,
MSTRG.9938|Polr1c,6336,8082,7669,6952,7406,8377
,,,,,,
MSTRG.8566|Ccdc74a,222,189,207,265,194,132
,,,,,,
ENSMUSG00000103371|Gm35134,0,0,0,0,0,0
,,,,,,
ENSMUSG00000086272|BC039966,0,0,0,0,0,0
,,,,,,
MSTRG.10515|Wdr33,15414,19189,16165,17917,14989,14342
,,,,,,
ENSMUSG00000109895|Gm2975,0,0,0,0,0,0
,,,,,,
MSTRG.10308|Gm4832,49,84,31,37,67,52
,,,,,,
ENSMUSG00000102017|Gm6124,0,0,0,0,0,0
,,,,,,
ENSMUSG00000099349|1700047G03Rik,31,23,12,28,24,12
,,,,,,
ENSMUSG00000114867|Cts8-ps,0,0,0,0,0,0
,,,,,,
ENSMUSG00000077172|Gm25762,0,2,0,1,0,2
,,,,,,
MSTRG.12562|Prg2,147,291,189,279,202,134
,,,,,,
ENSMUSG00000105182|Mir669a-9,0,0,0,0,0,0
,,,,,,
MSTRG.1059|Pla2g4a,21828,16692,18178,19289,25105,15426
